Packet Summary,Packet Details
Ether / IP / TCP 13.107.21.239:https > 192.168.43.143:55263 SA,"###[ Ethernet ]### 
  dst       = 5c:51:4f:9c:d9:43
  src       = 92:56:fc:a6:05:7d
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 52
     id        = 62897
     flags     = DF
     frag      = 0
     ttl       = 106
     proto     = tcp
     chksum    = 0xb81
     src       = 13.107.21.239
     dst       = 192.168.43.143
     \options   \
###[ TCP ]### 
        sport     = https
        dport     = 55263
        seq       = 1700520608
        ack       = 2768764807
        dataofs   = 8
        reserved  = 0
        flags     = SA
        window    = 65535
        chksum    = 0x9b3c
        urgptr    = 0
        options   = [('MSS', 960), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]
"
Ether / IP / TCP 192.168.43.143:55263 > 13.107.21.239:https A,"###[ Ethernet ]### 
  dst       = 92:56:fc:a6:05:7d
  src       = 5c:51:4f:9c:d9:43
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 40
     id        = 60781
     flags     = DF
     frag      = 0
     ttl       = 128
     proto     = tcp
     chksum    = 0xfdd0
     src       = 192.168.43.143
     dst       = 13.107.21.239
     \options   \
###[ TCP ]### 
        sport     = 55263
        dport     = https
        seq       = 2768764807
        ack       = 1700520609
        dataofs   = 5
        reserved  = 0
        flags     = A
        window    = 258
        chksum    = 0xd919
        urgptr    = 0
        options   = ''
"
Ether / IP / TCP 192.168.43.143:55263 > 13.107.21.239:https A / Raw,"###[ Ethernet ]### 
  dst       = 92:56:fc:a6:05:7d
  src       = 5c:51:4f:9c:d9:43
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 1000
     id        = 60782
     flags     = DF
     frag      = 0
     ttl       = 128
     proto     = tcp
     chksum    = 0xfa0f
     src       = 192.168.43.143
     dst       = 13.107.21.239
     \options   \
###[ TCP ]### 
        sport     = 55263
        dport     = https
        seq       = 2768764807
        ack       = 1700520609
        dataofs   = 5
        reserved  = 0
        flags     = A
        window    = 258
        chksum    = 0x33d3
        urgptr    = 0
        options   = []
###[ Raw ]### 
           load      = '\x16\x03\x01\x06\\xfb\x01\x00\x06\\xf7\x03\x03x\\xfc\x00\\x98$<\\xc9\x1aZ\\x8f\\xf4\\x99\x1c\\xe7SyݹJ\r \\x84a\\xf5p\\xdc\\xff\t\\x85\x0e\\xf3- \\xf0\x0bO\\x98Yjl8\x14\\xfb\\xf0Tx\\x84\\xd9L\\x88\\xe8~x\\xe9\n\\x99\\xd9\t\\xbe\x0el\x15\\x83\\xa7\n\x00 \\xda\\xda\x13\x01\x13\x02\x13\x03\\xc0+\\xc0/\\xc0,\\xc00̨̩\\xc0\x13\\xc0\x14\x00\\x9c\x00\\x9d\x00/\x005\x01\x00\x06\\x8e::\x00\x00\x00\x00\x00\x17\x00\x15\x00\x00\x12edge.microsoft.com\x00-\x00\x02\x01\x01\x00\x1b\x00\x03\x02\x00\x02\x00\x17\x00\x00\\xfe\r\x00\\xfa\x00\x00\x01\x00\x017\x00 ;һ\x10\\xbe\\x88\\xd0\\xff\\xfe\\xf6c=\\xea\\xd7a}S\x18\\xc1zy>\\x9d\\xe8GPN\\xcb\\xf4\\xb6*D\x00\\xd0\x7f\\xe6\\xe5\\x95Z\\xadT\\x82V\\x99ԙ*\\xcf\\xdcb0\x16B\\xdc\\xcb\x0eqk\\xe2;\\xda=~\\xb2}9\x0f\\x94\\xd5&>\x00\\xf7\\x92M\x0f\\x9aщ\n\x05w&\\xe3ZTJ\\xf4\\\\xa5]\\xd8b\x1e\\xdf\\xf3|\x04+y\\xa7\x08.#\\x96\\xa7\\xa6<&_:Hs\x11\\xbf\\xb7L\\x87\x05\\xa6}\\xac\\xe2 \\xdb/B\\xe1\\xbeR\x03\\xb1\t3\\xc8a\x0c&gDȺ_\\xc2{\\xfaд\\xdft\\xe8̣&D\\xf4\\xa3X\\xb4\x10\\x8a\\xf5)\\xc9H\x03\\x8e\\xd1Lq\x1e\\xb66\\x87Hw\\xbe\\x98\\xd75Se\\xae\\x8a\x10;Á\\x8e\\xb8\\xa3K\\xbd@\\x94\\xaa\x1d\\xbc\\xe9(1E\\xc6\\xd7EK\\xf4\\xb58\x18?\\xa4(\\xa6\\xa2\\xf3>jX}\\xa3\\xfb\\xe5\\x84=;\\xe1\x17!\\x94\\xf2\\xfc)\\xd9\x08!1\\xbc\\xbc03?\x00+\x00\x07\x06\\x8a\\x8a\x03\x04\x03\x03\x00\x10\x00\x0e\x00\x0c\x02h2\x08http/1.1\\xff\x01\x00\x01\x00\x00#\x00\x00Di\x00\x05\x00\x03\x02h2\x003\x04\\xef\x04\\xed\x1a\x1a\x00\x01\x00c\\x99\x04\\xc0\x1e\\x8c,Q\\xc3^\x18/@a\x15xr\\x9bm\\xb8NS\\xa6Qk!,\\x95ֿ\x7fL&""\\x91\x17\x00\x12\x16\\x85\\x9cU\\xba\\x8aL\\xfd\x11\\xbcl\\xd3dD9\'\\xcd\x12\\xad\\x923\\x90\x1b\\xa05\x7fcIl\\xa9JC\x1a>n\\xf0\\x8b\x03\x13\\xa6\\xa4rYEc\r\\xec(,p\\xa1\x10\\x89GDn\\xf1E\\xfa8\\xb4\\x90\\xd4=\\x8b\x0b\\xbay\\x85[\\xbf\\xc8Dx\\x93\x063[\\xb2N\t\\xc7J\\x81L\\x99\\xfb[\\xce֤\\x85\\xb5\x14\x0c\\x83\\x92\\xf5\\xda?ȓh\\xc8\\xf2/a,B\\xae\\xa4\\xab\\xb3\\xe2X\\xb0\\xba\\xba\\xa6\\x88\\xaa\\xf6f\t\\xfdk\\x85t\\xa8\x1b\\xaa{a\\x850\\x8b\\xc2\x12\\xce""|\\xcf\\xe0Z:\\xd5\\xc4ϔ\\x83U\\x961I\\xde{\\x80o\\xb5t\\xaaØ\\xcd𘪓x\\xef\\xe1\x13\\x9c\\x9b\\xc6c\\xa6\\x86\\xa1\x07\x05\r\\x9b\\xa0-\\x91\\xb0x\\x98k\x181}\\x8dٱ\x1e\\x86G}\\xb2\x18w!\x1d\\xe8\\xb8D\x07S\\xb1\\xc8\\xcbwj\\x88\x02o3\\x9a\\xd6)\\\\x95\x19E\\xb2\\x96\\xa1c\\x90IZe\\xab\\xf5k\\xacڵ4\\xfc \\xb6O\\xec\x13\x0e\x14\\x89\\x95\\xf1-\\xf8ӣ\\xa2|\x16R\\xeb\\xbczqT\\xf6\x07\x05\\xad\\xb385\\xeb\\xc1%\\x88H\\xb6Y\\xb2\\xe4ť\x082fO5\\xc1f@\\x9c\\xf3\x06\\xca\\xcc\\xd9\\xc9P(\x14\\xa44\\xa1O\\xb5\\xc3\x0b\\x89\\xcc\\xcc\\xc8 g`\\xc5\\xfb1\\xbe\\xc0\\xac\\xbc6@ɳiSf6\\xb7>\\xd4<\x17s9\\xeb\\xe6hWWts|\\x90}tO\\xffR7\\x99\\xeb̢pvec\\x83\\xdb\\xe1^\\xd9\\xe7EM\\xe9\x05\\xe8\\xf6\\xa2\x07\\xb3q\\xa6\\xf0\\xbb7,VI\\xf8\\xae\x12õ\\x86\x06\\x81\\xfa\\xd7Oc\\xb7|\\x81\\xca\x19\x1c\\xa0\x08\\xde\\xfb\x1e\x15;U2\\xf46\x10e`\\x9dʔ\\x96$vU̽Ic\x06Q\x155v쉃\\xf6\\x9by\\x8c\\x81\x17\nsI+\\x84\\xfcKy'
"
Ether / IP / TCP 192.168.43.143:55263 > 13.107.21.239:https PA / Raw,"###[ Ethernet ]### 
  dst       = 92:56:fc:a6:05:7d
  src       = 5c:51:4f:9c:d9:43
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 872
     id        = 60783
     flags     = DF
     frag      = 0
     ttl       = 128
     proto     = tcp
     chksum    = 0xfa8e
     src       = 192.168.43.143
     dst       = 13.107.21.239
     \options   \
###[ TCP ]### 
        sport     = 55263
        dport     = https
        seq       = 2768765767
        ack       = 1700520609
        dataofs   = 5
        reserved  = 0
        flags     = PA
        window    = 258
        chksum    = 0xcd7c
        urgptr    = 0
        options   = []
###[ Raw ]### 
           load      = '繊\x19\\xf9z!\\xb6I\\xba\\x8b\\xaa\x91%\x7f\\xb4A\\x90\\x92\\xb0\\x9df\\x96\x01\\xa6Y\x11\\xa7""^\\xd9wѳ\x05\\xa0\\xa5B/AM\\xf1:\\x99E\x0c\x03\x0f\\x81J\\xa6\\xb9r\\xcd<\\xb7ڤgR\\x93]˙\t\\xe7Tq{\\xd9\x1e\\xffV-\\x90\\x95\\x84\x12\x1b4\\xf5\x11\x0e\\x93\\x87z\\xadEn\\xfe\\xd1D\\xfa0%ku\\xcf`\\xe2^\\xe4\\xf4rj\\xa03\n\\xc8\x07k\x17O\\xd7\\xf3\\x9cg\\x82\x0fO\\x92DM\\x93\\xce\t#\\xafv\\xa9\\x97\u074c\x1a\\xf5\\x88J\r7]&ċ\\xe7\\xc2DlUU\\x938\\x9c\x0cc\x1c\x0b\x146\\xf0H2Ԇe\\xaeE\x15jB\x15\\xbe\\x8a\\x90ɼ\\xb7;\\xe3ME\\x89\r+\\x83Z\x00\\xa1\\xb5\\xbc\\xf1\\x87\x02\\xb78\\xfcx""\x17\\x85GcW\\xc7+\\xe4u\\xa9\x1c\r\\xdc\\xdc=\\xba\x04\\xd0?\\xe1\x12\\xbf\\xb3d\x01#UpD\\xae\x01I\\x9a0\\x87ϻc\\x92\\xbc\\xc6,\\xd2\x13\\xc0NT\\x82\\x988\\xb9\\x94<\\xa3\\xa0*\x02\\xe6\x04\x089\\xe9EN\\x80N\\xed\x03\\xb1\\xbckg}\\xaa\\x87\\x86\\xa1\\x8f\\x91\\x82\\xa4A\x01\\xc2\x1eIw\\xe9\x01\\x88\\խ&+\\xc9\x7fd/\x1c\\xe1\\xa4#3\\x83\\x951\\xc9~\\xa8\x14۹I\x1bb\x19?;\x1b\\xb91{7f\\x9e5\\xe2)\\xcc(\\xa2\\xf1\\xc5c\\\\x80Bb\\xbb3\\xe4\\x90\\xc1\\xe4\\xb0J\x13\x03\x02<i{\\xf4\\xec-\\x8dЪ\\xac|\\x85\\xeba\\x94\\xd6\\xe6\\xb7""J:67\\x98\x1e\\xf7=;\\x94\\x8cI\\xdb4d\\x87\\x94g\\x9b`\\xb2G\\x90u\x1a\\x97\\xb3w%Z\\xb2̲\\x80O\x1d\\xe7i\\x98\\xdaJ7\\xa3\\xa3\\xfcՔ\\xb4K\r\\xb0È\\x9e\\xbaG\x02\x14=\\xfef\\x84\\xbf\x10|_ٽ\\xea\\x89\\\\x85\\xb9m\\xa1jj!V\\x8e\\x89\\xf7F\\x9a\\xf76\\xd3hN\\xad1A\\xdb4f\\xe2j=ۚV\\xae\\xe6xDe\\\\xea\\x84+.\\x8c\x1e5!^v\\xa2\\xa3\x12\x0b`\\xa1t@:j\x1c\x11\\xb6ol\\xfb\\xcd\\xfbP\x0f\\x8c\\xaa\x1bL\x06g\\xdf\\xd8>E\\xc7av9\\x96s\\xd56\\xe8\x07#\t\\xf7b;\\xb8V\\xaa\x16sKd\\x93\\xd4ʨ\\xd3Y\\xafV\\x9b\\x96\\xe2\x17$\\xde)\\xb5\\xeek @$R\\xbfb\\x91\x0e\\xe2\\x89m\\xc3<\\xd8;\\x83\\x92\\x80\\x94=\\xe6\\xa5\x02ї\x0c\\xf8;\x1a\\x8c\x0e\x11\\x99\x1ei\\xfc\\x83\\xb3K(@\\xa4\\x97x\\x96l\\xa7@\\x9cv\x13c\\x83G^NZY\x0f\\xe0\\x8b\x04\\xf0d\x00r\\xba^\\xa9\\xb1\\xa6\\xb4Xz\\x85#\\xd2Цpfš\\xacnpg\x12T\\xbc\t(zY|\\xeb\x03\\xb3C\x07ݜ\x1f;!\\xc7jz\\x8c\\xb1\\xb2\\xb4\\xff\\xe2\\xce\\xdfщ&Ǹ`\\x9c~\\xb3%M\\x8a\\x95\\xc6s\x04\\xa1\x04\\x8a\\x91\\x88\\x912\\x8b\\x90\\xac\\xf0\\x893\\xc9鞳\x1c\x7f\\xf6-6Mݱ\\x98\\xd8\x11\\x92\\xaf\\xc0\nt+\x17\\xf6\\xbd\\x9c\x93:\\xa1j\\xad)\x1f\x12t\x00\x1d\x00 {\\xf4x\\xee\\xe8""Yx?\\x82\x12K\\xad0a8m\\xbd\\xe7\\xf2\\xcbj=\x0f\\xb2@\\xe71\x05\x18\\xdcA\x00\n\x00\x0c\x00\n\x1a\x1ac\\x99\x00\x1d\x00\x17\x00\x18\x00\x12\x00\x00\x00\x0b\x00\x02\x01\x00\x00\x05\x00\x05\x01\x00\x00\x00\x00\x00\r\x00\x12\x00\x10\x04\x03\x08\x04\x04\x01\x05\x03\x08\x05\x05\x01\x08\x06\x06\x01\\xba\\xba\x00\x01\x00'
"
Ether / IP / TCP 13.107.21.239:https > 192.168.43.143:55262 A,"###[ Ethernet ]### 
  dst       = 5c:51:4f:9c:d9:43
  src       = 92:56:fc:a6:05:7d
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 40
     id        = 41183
     flags     = DF
     frag      = 0
     ttl       = 107
     proto     = tcp
     chksum    = 0x5f5f
     src       = 13.107.21.239
     dst       = 192.168.43.143
     \options   \
###[ TCP ]### 
        sport     = https
        dport     = 55262
        seq       = 2448461750
        ack       = 3760439664
        dataofs   = 5
        reserved  = 0
        flags     = A
        window    = 16387
        chksum    = 0xc36a
        urgptr    = 0
        options   = ''
"
Ether / IP / TCP 13.107.21.239:https > 192.168.43.143:55262 A,"###[ Ethernet ]### 
  dst       = 5c:51:4f:9c:d9:43
  src       = 92:56:fc:a6:05:7d
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 40
     id        = 41184
     flags     = DF
     frag      = 0
     ttl       = 107
     proto     = tcp
     chksum    = 0x5f5e
     src       = 13.107.21.239
     dst       = 192.168.43.143
     \options   \
###[ TCP ]### 
        sport     = https
        dport     = 55262
        seq       = 2448461750
        ack       = 3760440464
        dataofs   = 5
        reserved  = 0
        flags     = A
        window    = 16384
        chksum    = 0xc04d
        urgptr    = 0
        options   = ''
"
Ether / IP / TCP 13.107.21.239:https > 192.168.43.143:55262 A / Raw,"###[ Ethernet ]### 
  dst       = 5c:51:4f:9c:d9:43
  src       = 92:56:fc:a6:05:7d
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 1000
     id        = 41185
     flags     = DF
     frag      = 0
     ttl       = 107
     proto     = tcp
     chksum    = 0x5b9d
     src       = 13.107.21.239
     dst       = 192.168.43.143
     \options   \
###[ TCP ]### 
        sport     = https
        dport     = 55262
        seq       = 2448461750
        ack       = 3760440464
        dataofs   = 5
        reserved  = 0
        flags     = A
        window    = 16384
        chksum    = 0xa5
        urgptr    = 0
        options   = []
###[ Raw ]### 
           load      = '\x16\x03\x03\x17\x04\x02\x00\x00f\x03\x03f\\xbd\x0f\x17\\x99\\x84\\x91H\\x91Z\\xba<\\xbdX\\xb6\\xab\\xda\\xedp\\xe6\\xa8{)\x05\x1c\\x95\\xcf\\xf9\x1d\x1f\\x93` e""\x00\x003\\xd4?JV\x0f\\x8b\rgM\\x8e\\xbe\\xd7Z.\\xe7]\\xdf\\xda\\xe3\\xf9\\xf4\x19\\xeb\\xd0 \\xb9q\\xc00\x00\x00\x1e\x00\x05\x00\x00\x00#\x00\x00\x00\x10\x00\x05\x00\x03\x02h2\x00\x17\x00\x00\\xff\x01\x00\x01\x00\x00\x00\x00\x00\x0b\x00\x0e\'\x00\x0e$\x00\x08n0\\x82\x08j0\\x82\x06R\\xa0\x03\x02\x01\x02\x02\x133\x00{y\\xc3\\xdbsrM|8\\xf6B\x00\x00\x00{y\\xc30\r\x06\t*\\x86H\\x86\\xf7\r\x01\x01\x0c\x05\x000]1\x0b0\t\x06\x03U\x04\x06\x13\x02US1\x1e0\x1c\x06\x03U\x04\n\x13\x15Microsoft Corporation1.0,\x06\x03U\x04\x03\x13%Microsoft Azure RSA TLS Issuing CA 030\x1e\x17\r240716115627Z\x17\r250711115627Z0i1\x0b0\t\x06\x03U\x04\x06\x13\x02US1\x0b0\t\x06\x03U\x04\x08\x13\x02WA1\x100\x0e\x06\x03U\x04\x07\x13\x07Redmond1\x1e0\x1c\x06\x03U\x04\n\x13\x15Microsoft Corporation1\x1b0\x19\x06\x03U\x04\x03\x13\x12edge.microsoft.com0\\x82\x01""0\r\x06\t*\\x86H\\x86\\xf7\r\x01\x01\x01\x05\x00\x03\\x82\x01\x0f\x000\\x82\x01\n\x02\\x82\x01\x01\x00\\xb4\x7f\\x99X\\x97\\xa7\\xe7\x13\\xc5Pn !b0\\xec\\x9e\\xf1H\u05fftt4%\\xee\x0b\x0f\\x92\x00g\x17Y\\xf9\\xecg\\xf2\\xdf\\xfbDW\\x94\\x87u\\xbez\\x84z\\xfau>\\x9f\\x96枠\\x82\x1a\x1b\x18\\xbd=\\xf28\\xae\\x80>F͎\x198\\xc6\\xee\\xa3ǹ\\\\x8d\\xbcC\\xe6\x0cq\x0e\\xa0\x11\\x9e\\x9f\\x80b\\x81J3\\xaf\\xf7\\xee\\xa7\x12\\xc1\\x8b\\xd6R\\xbd\x01=O\x1d\x11\x08X\\xca7\\xab\\xac|\\xc0\\xc4\\xe4\\xe3\\xc0r\\xd2\\xe1\\xeeE\\x95\\xcb\x12d\u07fc!\\xc0\rL\\xb7\x16<\x14\\x8d\\xeb\x1c\\x90\\x92\\xcf\x1fO\\xf9\\xf7\\xac\\x92\x03\\x90Z\\xb8\\xef\x08\\xb7G\\xef\\xb7\\xfe^\\x86\\xe1\\xe2\t\\xa6\\xfd\\x83-\\xae\n\\xf9$\\xf3J)Sx\x14\\xb8\\x85\\xbcl\x16\\xb8\\xf7\\xbc\\xc2\x1d\\xbbZ\\xf8\\xa6\x1b*""\\xf9%%Vp<ܾ\\xa3b8\\xbf\\xd1""\\xaf\\xa2\\xdf嘜\\xbb\\xfeB\\x9b\x15\\xb1\\xe9V~\\xa3\x0c\\xa2\\i+\\xed\\xec)7\x1a/\\x85\x90\\x9a\\x9c\\xc6[裒\\xc9\x08Ux\\xb5A\x02\x03\x01\x00\x01\\xa3\\x82\x04\x150\\x82\x04\x110\\x82\x01\x7f\x06\n+\x06\x01\x04\x01\\xd6y\x02\x04\x02\x04\\x82\x01o\x04\\x82\x01k\x01i\x00w\x00\\xdd\\xdc\\xca4\\x95\\xd7\\xe1\x16\x05\\xe7\\x952\\xfaǟ\\xf8=\x1cP\\xdf\\xdb\x00:\x14\x12v\n,\\xac\\xbb\\xc8*\x00\x00\x01\\x90\\xbbo\\xea\x18\x00\x00\x04\x03\x00H0F\x02!\x00ˈ\x14\\xcc\\xee\\xed\\xf3\\xa3\x06\\xd3ȈU,S\x17R*\\xc0\\xfc\\x97\x1e\\xa8Wx\\xbb\\xe5g\\xbf\\xb2\\xe7P\x02!\x00\\xdbH\t\\xa0Ǜ\\xc2\\xef#\\x8c\\xfd 8\\x89H\\xef\\xf6\\xa9\\xfd\x13W0\\xe9\\xd8tP\x027cd\\x96\x1b\x00v\x00}Y\x1e\x12\\xe1x*{\x1cag|^\\xfd\\xf8Ї\\\x14\\xa0N\\x95\\x9e\\xb9\x03/\\xd9\x0e\\x8c.y\\xb8\x00\x00\x01\\x90\\xbbo\\xe7\x1a\x00\x00\x04\x03\x00G0E\x02 u\\xe4\x05\\xeeրۓ\x1bj\\x8b\\xe6q\x14\\xbc\x17\\xbd\rh\\x95\\xb5\\x97#\x1e\\x90\\xeb_M\\x8b\\xa9\\xe10\x02!\x00\\xb5(\'\x13V\\xf5cawDѯ\\xd9\\xfb\\xad\x00\\x84""U'
"
Ether / IP / TCP 192.168.43.143:55262 > 13.107.21.239:https A,"###[ Ethernet ]### 
  dst       = 92:56:fc:a6:05:7d
  src       = 5c:51:4f:9c:d9:43
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 40
     id        = 60784
     flags     = DF
     frag      = 0
     ttl       = 128
     proto     = tcp
     chksum    = 0xfdcd
     src       = 192.168.43.143
     dst       = 13.107.21.239
     \options   \
###[ TCP ]### 
        sport     = 55262
        dport     = https
        seq       = 3760440464
        ack       = 2448462710
        dataofs   = 5
        reserved  = 0
        flags     = A
        window    = 258
        chksum    = 0xfb8b
        urgptr    = 0
        options   = ''
"
Ether / IP / TCP 13.107.21.239:https > 192.168.43.143:55263 A,"###[ Ethernet ]### 
  dst       = 5c:51:4f:9c:d9:43
  src       = 92:56:fc:a6:05:7d
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 40
     id        = 62898
     flags     = DF
     frag      = 0
     ttl       = 107
     proto     = tcp
     chksum    = 0xa8c
     src       = 13.107.21.239
     dst       = 192.168.43.143
     \options   \
###[ TCP ]### 
        sport     = https
        dport     = 55263
        seq       = 1700520609
        ack       = 2768765767
        dataofs   = 5
        reserved  = 0
        flags     = A
        window    = 16387
        chksum    = 0x9658
        urgptr    = 0
        options   = ''
"
Ether / IP / TCP 13.107.21.239:https > 192.168.43.143:55263 A,"###[ Ethernet ]### 
  dst       = 5c:51:4f:9c:d9:43
  src       = 92:56:fc:a6:05:7d
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 40
     id        = 62899
     flags     = DF
     frag      = 0
     ttl       = 107
     proto     = tcp
     chksum    = 0xa8b
     src       = 13.107.21.239
     dst       = 192.168.43.143
     \options   \
###[ TCP ]### 
        sport     = https
        dport     = 55263
        seq       = 1700520609
        ack       = 2768766599
        dataofs   = 5
        reserved  = 0
        flags     = A
        window    = 16384
        chksum    = 0x931b
        urgptr    = 0
        options   = ''
"
Ether / IP / TCP 13.107.21.239:https > 192.168.43.143:55263 A / Raw,"###[ Ethernet ]### 
  dst       = 5c:51:4f:9c:d9:43
  src       = 92:56:fc:a6:05:7d
  type      = IPv4
###[ IP ]### 
     version   = 4
     ihl       = 5
     tos       = 0x0
     len       = 1000
     id        = 62900
     flags     = DF
     frag      = 0
     ttl       = 107
     proto     = tcp
     chksum    = 0x6ca
     src       = 13.107.21.239
     dst       = 192.168.43.143
     \options   \
###[ TCP ]### 
        sport     = https
        dport     = 55263
        seq       = 1700520609
        ack       = 2768766599
        dataofs   = 5
        reserved  = 0
        flags     = A
        window    = 16384
        chksum    = 0x6b64
        urgptr    = 0
        options   = []
###[ Raw ]### 
           load      = '\x16\x03\x03\x17\x04\x02\x00\x00f\x03\x03f\\xbd\x0f\x17\\xec\\x9a\\xf3Ę\\xaf\x1b\x18\\x83\\xaf\\x82\\x8c\\xab\x06\\x86M \x1e\\x89m\x02\x1a\\xefqUie\\xbb <\r\x00\x00\\x8c\\xce<\tz\t\\x8c\\xd0\x17\\xb2Q{\x05\\xea\x14\\xf4%\\xb8\x11\\xc5\x13d\\xa5\x05ƾ\\x86\x02\\xc00\x00\x00\x1e\x00\x05\x00\x00\x00#\x00\x00\x00\x10\x00\x05\x00\x03\x02h2\x00\x17\x00\x00\\xff\x01\x00\x01\x00\x00\x00\x00\x00\x0b\x00\x0e\'\x00\x0e$\x00\x08n0\\x82\x08j0\\x82\x06R\\xa0\x03\x02\x01\x02\x02\x133\x00{y\\xc3\\xdbsrM|8\\xf6B\x00\x00\x00{y\\xc30\r\x06\t*\\x86H\\x86\\xf7\r\x01\x01\x0c\x05\x000]1\x0b0\t\x06\x03U\x04\x06\x13\x02US1\x1e0\x1c\x06\x03U\x04\n\x13\x15Microsoft Corporation1.0,\x06\x03U\x04\x03\x13%Microsoft Azure RSA TLS Issuing CA 030\x1e\x17\r240716115627Z\x17\r250711115627Z0i1\x0b0\t\x06\x03U\x04\x06\x13\x02US1\x0b0\t\x06\x03U\x04\x08\x13\x02WA1\x100\x0e\x06\x03U\x04\x07\x13\x07Redmond1\x1e0\x1c\x06\x03U\x04\n\x13\x15Microsoft Corporation1\x1b0\x19\x06\x03U\x04\x03\x13\x12edge.microsoft.com0\\x82\x01""0\r\x06\t*\\x86H\\x86\\xf7\r\x01\x01\x01\x05\x00\x03\\x82\x01\x0f\x000\\x82\x01\n\x02\\x82\x01\x01\x00\\xb4\x7f\\x99X\\x97\\xa7\\xe7\x13\\xc5Pn !b0\\xec\\x9e\\xf1H\u05fftt4%\\xee\x0b\x0f\\x92\x00g\x17Y\\xf9\\xecg\\xf2\\xdf\\xfbDW\\x94\\x87u\\xbez\\x84z\\xfau>\\x9f\\x96枠\\x82\x1a\x1b\x18\\xbd=\\xf28\\xae\\x80>F͎\x198\\xc6\\xee\\xa3ǹ\\\\x8d\\xbcC\\xe6\x0cq\x0e\\xa0\x11\\x9e\\x9f\\x80b\\x81J3\\xaf\\xf7\\xee\\xa7\x12\\xc1\\x8b\\xd6R\\xbd\x01=O\x1d\x11\x08X\\xca7\\xab\\xac|\\xc0\\xc4\\xe4\\xe3\\xc0r\\xd2\\xe1\\xeeE\\x95\\xcb\x12d\u07fc!\\xc0\rL\\xb7\x16<\x14\\x8d\\xeb\x1c\\x90\\x92\\xcf\x1fO\\xf9\\xf7\\xac\\x92\x03\\x90Z\\xb8\\xef\x08\\xb7G\\xef\\xb7\\xfe^\\x86\\xe1\\xe2\t\\xa6\\xfd\\x83-\\xae\n\\xf9$\\xf3J)Sx\x14\\xb8\\x85\\xbcl\x16\\xb8\\xf7\\xbc\\xc2\x1d\\xbbZ\\xf8\\xa6\x1b*""\\xf9%%Vp<ܾ\\xa3b8\\xbf\\xd1""\\xaf\\xa2\\xdf嘜\\xbb\\xfeB\\x9b\x15\\xb1\\xe9V~\\xa3\x0c\\xa2\\i+\\xed\\xec)7\x1a/\\x85\x90\\x9a\\x9c\\xc6[裒\\xc9\x08Ux\\xb5A\x02\x03\x01\x00\x01\\xa3\\x82\x04\x150\\x82\x04\x110\\x82\x01\x7f\x06\n+\x06\x01\x04\x01\\xd6y\x02\x04\x02\x04\\x82\x01o\x04\\x82\x01k\x01i\x00w\x00\\xdd\\xdc\\xca4\\x95\\xd7\\xe1\x16\x05\\xe7\\x952\\xfaǟ\\xf8=\x1cP\\xdf\\xdb\x00:\x14\x12v\n,\\xac\\xbb\\xc8*\x00\x00\x01\\x90\\xbbo\\xea\x18\x00\x00\x04\x03\x00H0F\x02!\x00ˈ\x14\\xcc\\xee\\xed\\xf3\\xa3\x06\\xd3ȈU,S\x17R*\\xc0\\xfc\\x97\x1e\\xa8Wx\\xbb\\xe5g\\xbf\\xb2\\xe7P\x02!\x00\\xdbH\t\\xa0Ǜ\\xc2\\xef#\\x8c\\xfd 8\\x89H\\xef\\xf6\\xa9\\xfd\x13W0\\xe9\\xd8tP\x027cd\\x96\x1b\x00v\x00}Y\x1e\x12\\xe1x*{\x1cag|^\\xfd\\xf8Ї\\\x14\\xa0N\\x95\\x9e\\xb9\x03/\\xd9\x0e\\x8c.y\\xb8\x00\x00\x01\\x90\\xbbo\\xe7\x1a\x00\x00\x04\x03\x00G0E\x02 u\\xe4\x05\\xeeրۓ\x1bj\\x8b\\xe6q\x14\\xbc\x17\\xbd\rh\\x95\\xb5\\x97#\x1e\\x90\\xeb_M\\x8b\\xa9\\xe10\x02!\x00\\xb5(\'\x13V\\xf5cawDѯ\\xd9\\xfb\\xad\x00\\x84""U'
"
